i,j,heuristic_i,heuristic_j,distance_struct,distance_perf
997,3617,pop_2_op_m1_n18_250816_042619,pop_15_op_e1_n1_250825_230244,0.0493892,7.7149
1,3531,pop_0_op_e1_n10_250815_114538,pop_14_op_e1_n12_250825_220723,0.018533265,8.28713
600,904,pop_16_op_e2_n3_250819_115329,pop_1_op_e2_n19_250815_191206,0.017769875,0.49597996
789,1691,pop_18_op_m2_n19_250819_213621,pop_10_op_e2_n15_250821_195019,0.010092023,0.79688996
2168,4301,pop_16_op_m1_n4_250822_003351,pop_5_op_m1_n10_250825_144407,0.020390388,0.56552
822,2313,pop_19_op_e2_n12_250819_232713,pop_18_op_m1_n14_250822_030838,0.007677277,1.61638
203,752,pop_11_op_e1_n8_250818_162321,pop_18_op_e2_n3_250819_193750,0.008863953,10.2997
2539,3893,pop_2_op_m1_n12_250821_142948,pop_19_op_e1_n17_251114_125527,0.044048365,0.26639998
716,4086,pop_17_op_m2_n4_250819_173837,pop_2_op_m1_n6_250825_121636,0.012707377,1.0396402
971,3454,pop_2_op_e2_n0_250816_021335,pop_13_op_e1_n0_250825_210427,0.038559116,10.32725
3022,3174,pop_8_op_m2_n5_250821_184440,pop_0_op_i1_n7_250825_095101,0.03840135,10.34206
2483,4286,pop_1_op_m2_n14_250821_140257,pop_5_op_e2_n14_250825_143236,0.037630808,0.37556
2680,3460,pop_4_op_e2_n1_250821_153039,pop_13_op_e1_n15_250825_210427,0.016181443,0.98428005
1446,1703,pop_8_op_m1_n11_250818_061806,pop_10_op_e2_n8_250821_195019,0.0051969388,0.16461998
3491,4496,pop_13_op_m1_n11_250825_214156,pop_8_op_e1_n12_250825_162511,0.025860516,0.56315
1909,4093,pop_13_op_e1_n7_250821_215840,pop_2_op_m2_n12_250825_122724,0.0367504,7.4762297
1514,3373,pop_9_op_e2_n5_250818_085443,pop_11_op_m2_n9_250825_195041,0.056476966,0.05546999
4196,4208,pop_4_op_e1_n1_250825_133210,pop_4_op_e2_n12_250825_134525,0.0111844735,2.9994702
513,1721,pop_15_op_e1_n9_250819_070658,pop_10_op_m1_n7_250821_200217,0.010890202,1.1001201
