i,j,heuristic_i,heuristic_j,distance_struct,distance_perf
847,4099,pop_19_op_e1_n8_251006_050326,pop_19_op_e2_n2_251024_144718,0.009550292,0.3557899
491,3704,pop_14_op_m1_n6_251005_210236,pop_14_op_e2_n14_251024_065552,0.036419846,0.32989
2590,3711,pop_1_op_m1_n5_251007_215716,pop_14_op_e2_n2_251024_065552,0.018213063,1.0630699
190,4005,pop_10_op_m2_n4_251005_132908,pop_18_op_e1_n5_251024_125241,0.029175067,0.09222996
2272,2410,pop_16_op_m1_n6_251009_051647,pop_18_op_e2_n4_251009_085040,0.00976624,0.008859992
2989,3008,pop_6_op_m1_n8_251008_070651,pop_6_op_m2_n7_251008_073409,0.0023838796,1.09874
4171,4465,pop_1_op_e2_n14_251018_185448,pop_4_op_m2_n9_251023_154845,0.008164223,0.18642998
2468,4093,pop_19_op_e1_n2_251009_102606,pop_19_op_e2_n15_251024_144718,0.014616598,1.4744198
158,2248,pop_10_op_m1_n10_251005_130233,pop_16_op_e2_n2_251009_044302,0.006938938,1.75348
1845,4629,pop_11_op_e2_n18_251008_172005,pop_7_op_e1_n14_251023_192250,0.028786162,0.72337997
325,2013,pop_12_op_m1_n18_251005_163256,pop_13_op_e2_n7_251008_223001,0.014665168,0.59007
79,129,pop_0_op_m1_n10_251004_194723,pop_10_op_e1_n1_251005_121244,0.018532755,0.0
503,1959,pop_14_op_m2_n17_251005_212934,pop_12_op_m2_n12_251008_202653,0.013540824,0.38310993
3623,3673,pop_13_op_e2_n12_251024_052024,pop_13_op_m2_n3_251024_060908,0.0042768223,0.42029995
389,1760,pop_13_op_e2_n3_251005_175123,pop_10_op_e2_n13_251008_151704,0.005705533,0.0
1423,4133,pop_7_op_m1_n0_251005_075243,pop_19_op_m2_n16_251024_153447,0.025538787,0.53569996
1276,1928,pop_5_op_m1_n2_251005_041917,pop_12_op_e2_n2_251008_192557,0.016766287,0.73193
1930,4842,pop_12_op_e2_n4_251008_192557,pop_9_op_m2_n13_251023_234634,0.011801372,0.73497
877,4790,pop_19_op_m1_n18_251006_055659,pop_9_op_e1_n19_251023_223417,0.027213372,1.39456
913,1610,pop_1_op_e1_n14_251004_203346,pop_9_op_m2_n19_251005_114535,0.019304393,0.73193
1015,2855,pop_2_op_e2_n17_251004_223826,pop_5_op_e1_n13_251008_041943,0.040667295,0.53313005
594,3899,pop_15_op_m2_n9_251005_231357,pop_16_op_m2_n13_251024_105213,0.02897932,0.61810005
698,962,pop_17_op_e2_n13_251006_015345,pop_1_op_m1_n4_251004_212208,0.0069311787,0.25333
646,2442,pop_16_op_m1_n2_251006_003147,pop_18_op_m2_n15_251009_095455,0.013767042,0.60116005
1086,2786,pop_3_op_e2_n0_251005_002228,pop_4_op_e1_n5_251008_022932,0.013962806,0.27999997
2042,3581,pop_13_op_m2_n15_251008_233431,pop_12_op_m2_n0_251024_043321,0.008241329,1.29894
2419,2725,pop_18_op_m1_n12_251009_092244,pop_3_op_e2_n4_251008_010745,0.021511406,1.04626
3178,4042,pop_9_op_e1_n17_251008_115314,pop_18_op_m1_n3_251024_133718,0.006608481,0.41598004
1306,2819,pop_6_op_e1_n11_251005_051231,pop_4_op_m1_n17_251008_032535,0.01939536,0.3413701
753,1403,pop_18_op_e1_n0_251006_031442,pop_7_op_e2_n0_251005_072556,0.0006254295,0.60665
1830,3107,pop_11_op_e1_n4_251008_164953,pop_8_op_e1_n6_251008_095853,0.0016754641,0.59928
1518,1714,pop_8_op_m1_n6_251005_093415,pop_0_op_m1_n8_251007_201332,0.007597998,1.38097
3354,4016,pop_0_op_m2_n17_251018_025242,pop_18_op_e2_n16_251024_131504,0.022123896,1.19814
748,1491,pop_17_op_m2_n5_251006_024659,pop_8_op_e2_n18_251005_091107,0.0017471901,0.47854996
673,1463,pop_16_op_m2_n9_251006_005907,pop_8_op_e1_n0_251005_084436,0.0013056068,0.12053001
493,3575,pop_14_op_m1_n8_251005_210236,pop_12_op_m1_n4_251024_040907,0.031744026,0.33225006
424,2081,pop_13_op_m2_n18_251005_194129,pop_14_op_e2_n14_251009_003531,0.0136973215,0.37567997
465,1274,pop_14_op_e2_n19_251005_203509,pop_5_op_m1_n19_251005_041917,0.009346817,1.1508499
2377,3350,pop_18_op_e1_n10_251009_081901,pop_0_op_m2_n13_251018_025242,0.019403622,0.55487
701,1022,pop_17_op_e2_n17_251006_015345,pop_2_op_e2_n6_251004_223826,0.0042598415,0.0
451,4217,pop_14_op_e1_n6_251005_200841,pop_1_op_m2_n1_251019_125805,0.023702096,0.88062
4044,4261,pop_18_op_m1_n5_251024_133718,pop_2_op_e2_n5_251020_044528,0.0076411357,0.51277995
1795,2503,pop_10_op_m1_n9_251008_154720,pop_19_op_m1_n16_251009_112827,0.0135706775,1.32954
2699,3476,pop_3_op_e1_n17_251008_004029,pop_11_op_e2_n5_251024_021136,0.019842917,0.78942
2758,3527,pop_3_op_m2_n16_251008_020200,pop_12_op_e1_n15_251024_032137,0.014586121,0.3681699
493,3174,pop_14_op_m1_n8_251005_210236,pop_9_op_e1_n13_251008_115314,0.014794338,0.108199954
335,3013,pop_12_op_m1_n9_251005_163256,pop_7_op_e1_n11_251008_080228,0.012942267,1.21619
1578,4181,pop_9_op_e2_n8_251005_105346,pop_1_op_e2_n5_251018_185448,0.0032767553,0.77723
827,2177,pop_18_op_m2_n7_251006_043605,pop_15_op_m1_n10_251009_031407,0.012421886,1.05493
3388,4187,pop_10_op_e2_n13_251024_003548,pop_1_op_m1_n10_251019_050218,0.024527611,0.1846199
335,4594,pop_12_op_m1_n9_251005_163256,pop_6_op_m1_n19_251023_183346,0.009122799,1.21619
2511,2654,pop_19_op_m1_n5_251009_112827,pop_2_op_m1_n10_251007_234356,0.029358031,0.1010201
494,3536,pop_14_op_m1_n9_251005_210236,pop_12_op_e1_n5_251024_032137,0.036880948,0.41356993
2999,4607,pop_6_op_m2_n17_251008_073409,pop_6_op_m2_n12_251023_185758,0.008951871,0.92549
1399,4275,pop_7_op_e1_n6_251005_065816,pop_2_op_m1_n18_251020_162331,0.013509328,0.35774994
38,2814,pop_0_op_e2_n8_251004_192837,pop_4_op_m1_n12_251008_032535,0.006865874,0.0
3515,3887,pop_11_op_m2_n4_251024_025715,pop_16_op_m1_n2_251024_102751,0.0012872476,1.24389
7,2600,pop_0_op_e1_n16_251004_190649,pop_1_op_m2_n14_251007_222155,0.013458158,0.1010201
322,2039,pop_12_op_m1_n15_251005_163256,pop_13_op_m2_n12_251008_233431,0.015246123,0.84089994
4593,4811,pop_6_op_m1_n18_251023_183346,pop_9_op_e2_n1_251023_225835,0.033056088,1.01114
742,4190,pop_17_op_m2_n18_251006_024659,pop_1_op_m1_n13_251019_050218,0.008752112,0.020130038
2174,3437,pop_15_op_e2_n8_251009_024009,pop_10_op_m2_n5_251024_012452,0.008504548,0.05847001
757,4059,pop_18_op_e1_n13_251006_031442,pop_18_op_m2_n19_251024_140109,0.019586662,0.91813993
366,3180,pop_13_op_e1_n19_251005_172726,pop_9_op_e1_n19_251008_115314,0.009908323,0.0
432,4478,pop_13_op_m2_n7_251005_194129,pop_5_op_e1_n2_251023_161129,0.016826382,0.14389014
1461,4847,pop_7_op_m2_n8_251005_081804,pop_9_op_m2_n18_251023_234634,0.018014567,0.9938899
115,1135,pop_0_op_m2_n7_251004_200931,pop_3_op_m2_n18_251005_011247,0.022551298,0.088180065
